#{"t_start": 1734093745.0003479, "env_id": "hurry_taxi/TaxiGrid-v0"}
r,l,t
-4134.25,5000,10.553333
-4000.75,5000,22.058249
-3778.25,5000,35.912124
-3592.5,5000,48.365386
-3445.25,5000,61.615722
