#{"t_start": 1734093394.2973611, "env_id": "hurry_taxi/TaxiGrid-v0"}
r,l,t
-1280.0,2500,12.31302
-78.0,2500,24.556526
-52.5,2500,37.16855
-36.0,2500,49.354982
-16.0,2500,61.383624
-17.0,2500,73.626941
-36.0,2500,85.239282
-17.0,2500,97.265455
-88.0,2500,108.908077
-16.0,2500,120.677758
