#{"t_start": 1734050086.1125646, "env_id": "hurry_taxi/TaxiGrid-v0"}
r,l,t
-957.75,1000,9.943002
-949.0,1000,20.048957
-960.75,1000,30.197056
-929.5,1000,40.251919
-946.5,1000,50.337911
-985.0,1000,60.39121
-945.0,1000,70.554977
-943.0,1000,81.037582
-1114.5,1000,91.418444
-1075.5,1000,101.853259
-1356.25,1000,111.986168
-1265.75,1000,121.815887
-1285.0,1000,131.948921
-1368.0,1000,141.644784
-1466.5,1000,152.035964
-1388.0,1000,162.31094
-1314.25,1000,172.475502
