#{"t_start": 1734093549.6195774, "env_id": "hurry_taxi/TaxiGrid-v0"}
r,l,t
-997.0,2500,13.186931
-30.0,2500,26.258965
-57.0,2500,39.128796
-27.5,2500,52.037117
-129.0,2500,64.935156
-91.0,2500,77.38255
-13.0,2500,89.90843
-26.0,2500,102.425159
-59.0,2500,114.984048
-33.5,2500,127.403996
