#{"t_start": 1734093850.262207, "env_id": "hurry_taxi/TaxiGrid-v0"}
r,l,t
-1597.5,2500,12.603741
-69.75,2500,23.150642
-77.0,2500,33.931373
-44.5,2500,45.178377
-40.0,2500,56.23332
-36.75,2500,68.707195
-60.0,2500,82.160134
-9.5,2500,93.664346
-31.0,2500,105.550535
-83.5,2500,117.341115
