#{"t_start": 1734554978.6162252, "env_id": "None"}
r,l,t
48.0,5000,25.381077
44.0,5000,25.381177
86.0,5000,25.381191
58.0,5000,25.381196
108.0,5000,25.381201
106.0,5000,25.381207
76.0,5000,25.381211
77.0,5000,25.381229
80.0,5000,48.064192
93.0,5000,48.06446
82.0,5000,48.064474
123.0,5000,48.06448
126.0,5000,48.064487
112.0,5000,48.064497
128.0,5000,48.064502
108.0,5000,48.064508
